rank	gene_id	symbol	mean_expr	var_log2expr
548	ENSG00000196748	CLPSL2	4.455	3.0723
549	ENSG00000134982	APC	39.43	3.0723
550	ENSG00000185875	THNSL1	8.481	3.0715
551	ENSG00000177519	RPRM	7.418	3.0683
552	ENSG00000198680	TUSC1	43.377	3.059
553	ENSG00000182810	DDX28	33.282	3.0577
554	ENSG00000221916	C19orf73	8.07	3.0577
555	ENSG00000189369	GSPT2	6.99	3.056
556	ENSG00000009413	REV3L	38.254	3.0537
557	ENSG00000137845	ADAM10	32.104	3.0502
558	ENSG00000007923	DNAJC11	85.235	3.0468
559	ENSG00000146676	PURB	21.725	3.0459
560	ENSG00000277400		6.456	3.0455
561	ENSG00000069702	TGFBR3	17.209	3.0358
562	ENSG00000189064	GAGE2A	4.784	3.0357
563	ENSG00000240204	SMKR1	5.686	3.0356
564	ENSG00000128040	SPINK2	6.157	3.0346
565	ENSG00000145348	TBCK	9.75	3.0345
566	ENSG00000154511	DIPK1A	9.021	3.0317
567	ENSG00000102189	EEA1	38.917	3.0312
568	ENSG00000113643	RARS1	165.217	3.0291
569	ENSG00000183023	SLC8A1	8.988	3.0288
570	ENSG00000260916	CCPG1	17.936	3.024
571	ENSG00000175868	CALCB	118.784	3.0209
572	ENSG00000115657	ABCB6	10.476	3.0186
573	ENSG00000142089	IFITM3	8.868	3.0151
574	ENSG00000068971	PPP2R5B	11.429	3.0122
575	ENSG00000175130	MARCKSL1	587.216	3.0099
576	ENSG00000247595	MISFA	4.741	3.0068
577	ENSG00000056277	ZNF280C	27.552	3.0057
578	ENSG00000228570	NUTM2E	10.879	3.0054
579	ENSG00000249141		4.482	3.0046
580	ENSG00000125845	BMP2	12.492	3.0013
581	ENSG00000141431	ASXL3	10.502	3.0008
582	ENSG00000096401	CDC5L	160.646	2.9991
583	ENSG00000242173	ARHGDIG	23.624	2.9969
584	ENSG00000062716	VMP1	63.215	2.9958
585	ENSG00000283128		15.758	2.9953
586	ENSG00000143256	PFDN2	369.064	2.9938
587	ENSG00000105327	BBC3	26.188	2.9936
588	ENSG00000205363	INSYN1	9.067	2.9929
589	ENSG00000269897	COMMD3-BMI1	4.279	2.9916
590	ENSG00000137216	TMEM63B	15.438	2.9908
591	ENSG00000157741	UBN2	38.511	2.9905
592	ENSG00000134001	EIF2S1	195.375	2.9898
593	ENSG00000132879	FBXO44	19.248	2.9876
594	ENSG00000189042	ZNF567	9.525	2.9864
595	ENSG00000175550	DRAP1	349.054	2.984
596	ENSG00000101843	PSMD10	141.351	2.9831
597	ENSG00000282034		53.67	2.9829
598	ENSG00000132423	COQ3	40.603	2.9824
599	ENSG00000085224	ATRX	133.583	2.9809
600	ENSG00000128973	CLN6	97.453	2.9793
601	ENSG00000114857	NKTR	128.116	2.978
602	ENSG00000172780	RAB43	9.228	2.9767
603	ENSG00000132481	TRIM47	8.705	2.9743
604	ENSG00000284976		19.954	2.9742
605	ENSG00000230453	ANKRD18B	52.932	2.9726
606	ENSG00000196565	HBG2	6.102	2.9691
607	ENSG00000204304	PBX2	64.445	2.9685
608	ENSG00000196296	ATP2A1	5.282	2.9683
609	ENSG00000179862	CITED4	7.027	2.9648
610	ENSG00000269891	ARHGAP19-SLIT1	5.546	2.9641
611	ENSG00000179271	GADD45GIP1	444.631	2.9637
612	ENSG00000198189	HSD17B11	23.694	2.9627
613	ENSG00000118292	C1orf54	6.99	2.9624
614	ENSG00000293268		19.075	2.957
615	ENSG00000100092	SH3BP1	18.295	2.9569
616	ENSG00000126461	SCAF1	71.773	2.9563
617	ENSG00000173531	MST1	5.187	2.9532
618	ENSG00000149548	CCDC15	12.856	2.9526
619	ENSG00000165698	SPACA9	18.997	2.9513
620	ENSG00000181649	PHLDA2	19.382	2.947
621	ENSG00000134250	NOTCH2	52.114	2.9468
622	ENSG00000285901		4.842	2.9464
623	ENSG00000186908	ZDHHC17	17.227	2.9463
624	ENSG00000153201	RANBP2	79.652	2.9462
625	ENSG00000066933	MYO9A	46.072	2.9461
626	ENSG00000104412	EMC2	40.612	2.9449
627	ENSG00000178397	FAM220A	8.822	2.9448
628	ENSG00000131981	LGALS3	11.527	2.9438
629	ENSG00000139684	ESD	154.568	2.9431
630	ENSG00000211445	GPX3	34.57	2.9422
631	ENSG00000171806	METTL18	10.594	2.9405
632	ENSG00000164080	RAD54L2	70.573	2.9403
633	ENSG00000125434	SLC25A35	10.617	2.939
634	ENSG00000009694	TENM1	8.715	2.9383
635	ENSG00000100749	VRK1	98.268	2.9381
636	ENSG00000170439	TMT1B	16.835	2.936
637	ENSG00000011332	DPF1	21.657	2.9357
638	ENSG00000055732	MCOLN3	13.995	2.9357
639	ENSG00000128965	CHAC1	15.642	2.9356
640	ENSG00000149294	NCAM1	27.395	2.935
641	ENSG00000119640	ACYP1	34.749	2.9336
642	ENSG00000176422	SPRYD4	23.884	2.9326
643	ENSG00000104408	EIF3E	412.04	2.9322
644	ENSG00000215252	GOLGA8B	56.953	2.9321
645	ENSG00000110723	EXPH5	9.833	2.9319
646	ENSG00000165533	TTC8	22.94	2.9305
647	ENSG00000142227	EMP3	36.362	2.9291
648	ENSG00000025708	TYMP	9.724	2.9254
649	ENSG00000072415	PALS1	26.15	2.9249
650	ENSG00000148700	ADD3	47.188	2.9246
651	ENSG00000037749	MFAP3	21.874	2.9219
652	ENSG00000128271	ADORA2A	5.793	2.9208
653	ENSG00000145012	LPP	15.915	2.9189
654	ENSG00000144182	LIPT1	8.881	2.9186
655	ENSG00000118508	RAB32	40.789	2.9186
656	ENSG00000176208	ATAD5	55.683	2.9169
657	ENSG00000274933	TBC1D3I	6.216	2.9167
658	ENSG00000198740	ZNF652	38.271	2.9123
659	ENSG00000130363	RSPH3	18.722	2.9099
660	ENSG00000121005	CRISPLD1	11.182	2.909
661	ENSG00000144744	UBA3	49.503	2.9081
662	ENSG00000101333	PLCB4	10.4	2.9051
663	ENSG00000118200	CAMSAP2	40.008	2.905
664	ENSG00000170965	PLAC1	7.85	2.9029
665	ENSG00000162702	ZNF281	65.803	2.9025
666	ENSG00000100815	TRIP11	36.41	2.9025
667	ENSG00000155304	HSPA13	23.903	2.9013
668	ENSG00000164953	TMEM67	9.438	2.9003
669	ENSG00000179085	DPM3	181.182	2.899
670	ENSG00000131238	PPT1	129.646	2.8976
671	ENSG00000136158	SPRY2	14.608	2.8965
672	ENSG00000069020	MAST4	18.765	2.8956
673	ENSG00000114439	BBX	147.208	2.8952
674	ENSG00000146802	TMEM168	12.025	2.8951
675	ENSG00000131080	EDA2R	4.999	2.8939
676	ENSG00000128708	HAT1	101.562	2.8919
677	ENSG00000268902	CSAG2	4.517	2.8908
678	ENSG00000165259	HDX	5.3	2.8879
679	ENSG00000180573	H2AC6	9.723	2.8871
680	ENSG00000198551	ZNF627	6.833	2.8838
681	ENSG00000161551	ZNF577	6.743	2.8819
682	ENSG00000134910	STT3A	142.237	2.8802
683	ENSG00000159231	CBR3	13.724	2.8801
684	ENSG00000115825	PRKD3	54.288	2.8751
685	ENSG00000181274	FRAT2	52.472	2.8712
686	ENSG00000197921	HES5	4.292	2.865
687	ENSG00000139220	PPFIA2	5.305	2.8612
688	ENSG00000100519	PSMC6	100.393	2.861
689	ENSG00000158528	PPP1R9A	10.748	2.8587
690	ENSG00000138346	DNA2	16.943	2.8576
691	ENSG00000150456	EEF1AKMT1	20.275	2.8559
692	ENSG00000185883	ATP6V0C	326.742	2.853
693	ENSG00000184481	FOXO4	12.968	2.8509
694	ENSG00000180071	ANKRD18A	49.767	2.8499
695	ENSG00000229637	PRAC2	5.193	2.8453
696	ENSG00000112972	HMGCS1	95.648	2.8434
697	ENSG00000173068	BNC2	7.604	2.8419
698	ENSG00000174996	KLC2	48.58	2.8415
699	ENSG00000135249	RINT1	28.077	2.8388
700	ENSG00000117475	BLZF1	15.627	2.8382
701	ENSG00000214226	C17orf67	8.416	2.8382
702	ENSG00000159459	UBR1	17.669	2.8347
703	ENSG00000163467	TSACC	6.744	2.8326
704	ENSG00000072274	TFRC	131.564	2.8325
705	ENSG00000259305	ZHX1-C8orf76	5.725	2.8311
706	ENSG00000082153	BZW1	225.1	2.8307
707	ENSG00000151553	FHIP2A	8.059	2.8286
708	ENSG00000185201	IFITM2	52.045	2.8286
709	ENSG00000157426	AASDH	17.136	2.8274
710	ENSG00000182742	HOXB4	6.459	2.8243
711	ENSG00000050130	JKAMP	28.179	2.823
712	ENSG00000152240	HAUS1	66.716	2.8226
713	ENSG00000254685	FPGT	15.27	2.8226
714	ENSG00000182379	NXPH4	11.114	2.82
715	ENSG00000109270	LAMTOR3	37.154	2.8199
716	ENSG00000172469	MANEA	10.321	2.8196
717	ENSG00000188573	FBLL1	4.251	2.8189
718	ENSG00000120068	HOXB8	16.544	2.8185
719	ENSG00000120129	DUSP1	36.634	2.818
720	ENSG00000235169	SMIM1	8.484	2.8159
721	ENSG00000146054	TRIM7	22.014	2.8159
722	ENSG00000241489		6.251	2.8148
723	ENSG00000206418	RAB12	17.297	2.8143
724	ENSG00000166664	CHRFAM7A	5.952	2.8103
725	ENSG00000179588	ZFPM1	9.642	2.8061
726	ENSG00000105472	CLEC11A	38.157	2.806
727	ENSG00000283149		3.613	2.8059
728	ENSG00000163281	GNPDA2	7.121	2.8049
729	ENSG00000197603	CPLANE1	22.52	2.8046
730	ENSG00000198898	CAPZA2	74.444	2.803
731	ENSG00000214029	ZNF891	9.365	2.8029
732	ENSG00000092439	TRPM7	21.966	2.8011
733	ENSG00000205560	CPT1B	13.611	2.7978
734	ENSG00000074317	SNCB	5.185	2.797
735	ENSG00000183793	NPIPA5	3.991	2.7967
736	ENSG00000039123	MTREX	66.969	2.7956
737	ENSG00000156531	PHF6	98.009	2.7954
738	ENSG00000031003	FAM13B	17.451	2.7948
739	ENSG00000143315	PIGM	24.172	2.7947
740	ENSG00000039319	ZFYVE16	24.068	2.7909
741	ENSG00000189144	ZNF573	4.247	2.7902
742	ENSG00000203965	EFCAB7	10.073	2.7899
743	ENSG00000087303	NID2	12.408	2.789
744	ENSG00000070961	ATP2B1	79.759	2.7878
745	ENSG00000135409	AMHR2	5.926	2.7857
746	ENSG00000169251	NMD3	50.344	2.7837
747	ENSG00000059377	TBXAS1	5.456	2.7837
748	ENSG00000164647	STEAP1	12.744	2.7824
749	ENSG00000122592	HOXA7	57.816	2.7822
750	ENSG00000164134	NAA15	151.358	2.7821
751	ENSG00000063244	U2AF2	315.5	2.7813
752	ENSG00000114480	GBE1	11.649	2.7807
753	ENSG00000163376	KBTBD8	7.633	2.7782
754	ENSG00000196712	NF1	56.086	2.7776
755	ENSG00000151093	OXSM	21.004	2.7774
756	ENSG00000197461	PDGFA	7.812	2.7768
757	ENSG00000214338	MTCL3	19.514	2.7747
758	ENSG00000178502	KLHL11	17.795	2.7745
759	ENSG00000001561	ENPP4	6.849	2.7736
760	ENSG00000213047	DENND1B	11.537	2.7729
761	ENSG00000107872	FBXL15	48.948	2.7714
762	ENSG00000139324	TMTC3	27.616	2.7695
763	ENSG00000182533	CAV3	8.225	2.7687
764	ENSG00000152413	HOMER1	36.744	2.7676
765	ENSG00000137575	SDCBP	81.676	2.7671
766	ENSG00000146247	PHIP	109.714	2.7661
767	ENSG00000120075	HOXB5	13.335	2.7639
768	ENSG00000174684	B4GAT1	69.78	2.7609
769	ENSG00000277150	F8A3	24.428	2.7604
770	ENSG00000135333	EPHA7	14.596	2.7602
771	ENSG00000258644	SYNJ2BP-COX16	5.961	2.7599
772	ENSG00000255152	MSH5-SAPCD1	9.738	2.7584
773	ENSG00000170417	TMEM182	6.147	2.7539
774	ENSG00000197905	TEAD4	41.535	2.7536
775	ENSG00000140543	DET1	11.338	2.7496
776	ENSG00000174498	IGDCC3	26.173	2.7496
777	ENSG00000184515	BEX5	18.049	2.7491
778	ENSG00000111432	FZD10	4.937	2.7431
779	ENSG00000123983	ACSL3	60.409	2.7423
780	ENSG00000165915	SLC39A13	23.777	2.742
781	ENSG00000164073	MFSD8	17.906	2.7413
782	ENSG00000085117	CD82	9.033	2.7401
783	ENSG00000151876	FBXO4	10.539	2.7396
784	ENSG00000164023	SGMS2	12.597	2.7382
785	ENSG00000267740		4.355	2.7371
786	ENSG00000185477	GPRIN3	11.323	2.7363
787	ENSG00000129991	TNNI3	37.166	2.7361
788	ENSG00000069943	PIGB	9.318	2.7355
789	ENSG00000152683	SLC30A6	20.249	2.7343
790	ENSG00000187630	DHRS4L2	7.804	2.7315
791	ENSG00000105939	ZC3HAV1	80.945	2.7302
792	ENSG00000111676	ATN1	42.86	2.7302
793	ENSG00000075399	VPS9D1	6.164	2.7276
794	ENSG00000148143	ZNF462	6.737	2.7271
795	ENSG00000158089	GALNT14	4.347	2.7269
796	ENSG00000075188	NUP37	58.92	2.7264
797	ENSG00000144724	PTPRG	12.011	2.7252
798	ENSG00000143333	RGS16	37.339	2.7235
799	ENSG00000185950	IRS2	11.931	2.7228
800	ENSG00000134444	RELCH	11.931	2.7196
801	ENSG00000118971	CCND2	82.042	2.7195
802	ENSG00000170667	RASA4B	8.17	2.7188
803	ENSG00000186395	KRT10	129.048	2.7179
804	ENSG00000095564	BTAF1	34.18	2.7167
805	ENSG00000164209	SLC25A46	38.33	2.7144
806	ENSG00000198912	C1orf174	47.796	2.7142
807	ENSG00000198563	DDX39B	539.277	2.7142
808	ENSG00000166860	ZBTB39	15.996	2.7136
809	ENSG00000172432	GTPBP2	24.092	2.7122
810	ENSG00000165476	REEP3	28.624	2.7116
811	ENSG00000196632	WNK3	16.01	2.7116
812	ENSG00000188732	FAM221A	6.658	2.7115
813	ENSG00000123104	ITPR2	23.676	2.7114
814	ENSG00000213638	ADAT3	9.347	2.7111
815	ENSG00000182685	BRICD5	4.396	2.7105
816	ENSG00000141570	CBX8	17.634	2.7102
817	ENSG00000113657	DPYSL3	8.527	2.7094
818	ENSG00000142408	CACNG8	9.295	2.7083
819	ENSG00000023287	RB1CC1	103.369	2.708
820	ENSG00000099330	OCEL1	24.238	2.7072
821	ENSG00000116678	LEPR	8.51	2.7069
822	ENSG00000101986	ABCD1	15.143	2.7055
823	ENSG00000067334	DNTTIP2	124.53	2.7048
824	ENSG00000102981	PARD6A	4.904	2.7038
825	ENSG00000186523	FAM86B1	3.825	2.7034
826	ENSG00000285283		3.902	2.7023
827	ENSG00000203877	RIPPLY2	3.584	2.7012
828	ENSG00000134058	CDK7	35.052	2.7009
829	ENSG00000144674	GOLGA4	98.796	2.6999
830	ENSG00000124635	H2BC11	17.494	2.6998
831	ENSG00000107651	SEC23IP	47.813	2.6983
832	ENSG00000111879	FAM184A	26.391	2.6981
833	ENSG00000171223	JUNB	19.015	2.6978
834	ENSG00000131015	ULBP2	6.892	2.697
835	ENSG00000139350	NEDD1	13.775	2.6962
836	ENSG00000214756	CSKMT	6.996	2.696
837	ENSG00000164244	PRRC1	50.24	2.6949
838	ENSG00000270316	BORCS7-ASMT	3.462	2.6948
839	ENSG00000218891	ZNF579	22.72	2.6947
840	ENSG00000259399	TGIF2-RAB5IF	3.8	2.6939
841	ENSG00000113140	SPARC	33.184	2.6932
842	ENSG00000135722	FBXL8	8.826	2.6931
843	ENSG00000184206	GOLGA6L4	6.053	2.6912
844	ENSG00000136928	GABBR2	6.517	2.6903
845	ENSG00000133135	RNF128	6.211	2.6898
846	ENSG00000008394	MGST1	107.748	2.689
847	ENSG00000214435	AS3MT	10.25	2.6872
848	ENSG00000146842	TMEM209	34.606	2.6872
849	ENSG00000167615	LENG8	51.206	2.6854
850	ENSG00000061656	SPAG4	5.203	2.684
851	ENSG00000126246	IGFLR1	13.538	2.684
852	ENSG00000228623	ZNF883	4.653	2.6839
853	ENSG00000198003	ODAD3	6.812	2.6814
854	ENSG00000275740		45.762	2.6798
855	ENSG00000188611	ASAH2	4.569	2.6765
856	ENSG00000138688	BLTP1	15.237	2.6746
857	ENSG00000140682	TGFB1I1	4.822	2.6743
858	ENSG00000088727	KIF9	22.904	2.6714
859	ENSG00000158164	TMSB15A	19.75	2.6702
860	ENSG00000167705	RILP	8.807	2.6701
861	ENSG00000070018	LRP6	31.712	2.6671
862	ENSG00000170469	SPATA24	15.171	2.6667
863	ENSG00000068079	IFI35	5.661	2.6667
864	ENSG00000162600	OMA1	28.01	2.6656
865	ENSG00000164366	CCDC127	24.428	2.6644
866	ENSG00000102024	PLS3	409.833	2.6643
867	ENSG00000173889	PHC3	14.619	2.6615
868	ENSG00000152932	RAB3C	5.553	2.6608
869	ENSG00000135241	PNPLA8	13.312	2.6604
870	ENSG00000158195	WASF2	152.062	2.6576
871	ENSG00000027869	SH2D2A	15.763	2.6576
872	ENSG00000104064	GABPB1	21.061	2.6575
873	ENSG00000197579	TOPORS	29.83	2.6571
874	ENSG00000085831	TTC39A	9.637	2.6567
875	ENSG00000198677	SKIC3	78.508	2.6566
876	ENSG00000112773	TENT5A	18.609	2.6565
877	ENSG00000181513	ACBD4	8.351	2.6555
878	ENSG00000156011	PSD3	19.348	2.6554
879	ENSG00000005381	MPO	3.796	2.6545
880	ENSG00000259024	TVP23C-CDRT4	4.201	2.6534
881	ENSG00000164941	INTS8	44.832	2.6527
882	ENSG00000267140		4.117	2.6524
883	ENSG00000163848	ZNF148	41.236	2.6517
884	ENSG00000079134	THOC1	33.011	2.6512
885	ENSG00000155099	PIP4P2	7.193	2.6506
886	ENSG00000181588	MEX3D	17.171	2.6502
887	ENSG00000064393	HIPK2	80.045	2.65
888	ENSG00000165195	PIGA	15.142	2.6492
889	ENSG00000106333	PCOLCE	14.714	2.6471
890	ENSG00000151414	NEK7	15.297	2.6448
891	ENSG00000178440	TIMM23B-AGAP6	4.144	2.6438
892	ENSG00000129932	DOHH	58.422	2.6414
893	ENSG00000146414	SHPRH	43.084	2.6413
894	ENSG00000051523	CYBA	240.067	2.6411
895	ENSG00000147509	RGS20	7.694	2.6385
896	ENSG00000181284	TMEM102	6.639	2.6373
897	ENSG00000180530	NRIP1	17.696	2.6355
898	ENSG00000140386	SCAPER	31.392	2.6337
899	ENSG00000272980		3.743	2.6313
900	ENSG00000149489	ROM1	4.38	2.63
901	ENSG00000268643		6.018	2.6284
902	ENSG00000084073	ZMPSTE24	56.583	2.6279
903	ENSG00000122386	ZNF205	33.054	2.6268
904	ENSG00000083807	SLC27A5	53.197	2.6266
905	ENSG00000111371	SLC38A1	124.888	2.6261
906	ENSG00000149599	DUSP15	4.409	2.6247
907	ENSG00000177283	FZD8	8.331	2.6238
908	ENSG00000198841	KTI12	24.857	2.6224
909	ENSG00000157911	PEX10	29.489	2.6218
910	ENSG00000164934	DCAF13	71.033	2.6198
911	ENSG00000262481	TMEM256-PLSCR3	3.308	2.6187
912	ENSG00000231389	HLA-DPA1	15.461	2.6184
913	ENSG00000115159	GPD2	14.154	2.6176
914	ENSG00000257594	GALNT4	5.206	2.6166
915	ENSG00000170425	ADORA2B	38.862	2.6154
916	ENSG00000171462	DLK2	5.972	2.615
917	ENSG00000164327	RICTOR	11.023	2.6147
918	ENSG00000198780	FAM169A	16.931	2.6136
919	ENSG00000278463	H2AC4	3.728	2.6135
920	ENSG00000064726	BTBD1	50.841	2.613
921	ENSG00000075539	FRYL	13.895	2.6106
922	ENSG00000268750		3.494	2.609
923	ENSG00000106588	PSMA2	289.804	2.6084
924	ENSG00000171794	UTF1	3.696	2.6079
925	ENSG00000107796	ACTA2	4.66	2.6079
926	ENSG00000103978	TMEM87A	21.302	2.6063
927	ENSG00000182463	TSHZ2	9.729	2.6058
928	ENSG00000165863	SPMIP5	4.994	2.6037
929	ENSG00000205542	TMSB4X	92.597	2.6028
930	ENSG00000094841	UPRT	13.127	2.6023
931	ENSG00000258677		3.309	2.6023
932	ENSG00000136367	ZFHX2	8.955	2.6012
933	ENSG00000011422	PLAUR	12.928	2.6012
934	ENSG00000122484	RPAP2	48.47	2.6003
935	ENSG00000288859	H2AC19	3.217	2.6002
936	ENSG00000197978	GOLGA6L9	13.834	2.6001
937	ENSG00000168038	ULK4	4.902	2.5995
938	ENSG00000196544	BORCS6	18.717	2.5995
939	ENSG00000034693	PEX3	24.096	2.5992
940	ENSG00000162194	LBHD1	9.434	2.599
941	ENSG00000180448	ARHGAP45	8.726	2.597
942	ENSG00000123684	LPGAT1	52.849	2.5964
943	ENSG00000064651	SLC12A2	33.804	2.5962
944	ENSG00000169139	UBE2V2	141.045	2.5958
945	ENSG00000189367	KIAA0408	10.461	2.5936
946	ENSG00000171714	ANO5	10.145	2.5935
947	ENSG00000091844	RGS17	11.116	2.5931
948	ENSG00000113580	NR3C1	34.7	2.5927
949	ENSG00000118496	FBXO30	12.628	2.5927
950	ENSG00000187266	EPOR	8.997	2.5919
951	ENSG00000115194	SLC30A3	7.365	2.5918
952	ENSG00000243749	TMEM35B	12.967	2.5913
953	ENSG00000180616	SSTR2	9.573	2.5912
954	ENSG00000127928	GNGT1	4.958	2.5904
955	ENSG00000258102	MAP1LC3B2	4.337	2.5904
956	ENSG00000117724	CENPF	314.918	2.5898
957	ENSG00000167476	JSRP1	4.785	2.5896
958	ENSG00000099219	ERMP1	9.092	2.5893
959	ENSG00000227124	ZNF717	11.831	2.5891
960	ENSG00000197045	GMFB	34.564	2.589
961	ENSG00000116711	PLA2G4A	5.352	2.5883
962	ENSG00000112893	MAN2A1	17.688	2.5881
963	ENSG00000141854	MISP3	3.917	2.5877
964	ENSG00000204673	AKT1S1	87.04	2.5868
965	ENSG00000102678	FGF9	7.573	2.5857
966	ENSG00000038219	BOD1L1	70.978	2.5851
967	ENSG00000162437	RAVER2	29.78	2.585
968	ENSG00000171988	JMJD1C	37.595	2.5812
969	ENSG00000135253	KCP	4.113	2.5806
970	ENSG00000078177	N4BP2	17.977	2.5802
971	ENSG00000188372	ZP3	4.117	2.5783
972	ENSG00000183814	LIN9	20.881	2.5783
973	ENSG00000213064	SFT2D2	41.634	2.5783
974	ENSG00000183354	BRD10	26.303	2.5765
975	ENSG00000159713	TPPP3	7.35	2.5758
976	ENSG00000115392	FANCL	42.788	2.5758
977	ENSG00000172667	ZMAT3	19.541	2.5757
978	ENSG00000164163	ABCE1	140.816	2.575
979	ENSG00000157500	APPL1	132.901	2.5741
980	ENSG00000091129	NRCAM	6.928	2.5728
981	ENSG00000183889	NPIPA6	56.479	2.5724
982	ENSG00000125863	MKKS	21.167	2.5716
983	ENSG00000160781	PAQR6	4.714	2.5713
984	ENSG00000127220	ABHD8	8.457	2.5711
985	ENSG00000013441	CLK1	28.174	2.5711
986	ENSG00000103995	CEP152	26.659	2.5705
987	ENSG00000197261	C6orf141	3.642	2.5697
988	ENSG00000164190	NIPBL	62.968	2.5682
989	ENSG00000162576	MXRA8	4.887	2.5682
990	ENSG00000278619	MRM1	13.556	2.5666
991	ENSG00000131037	EPS8L1	9.24	2.566
992	ENSG00000134318	ROCK2	55.961	2.5656
993	ENSG00000197969	VPS13A	49.074	2.5639
994	ENSG00000135541	AHI1	47.759	2.5634
995	ENSG00000133247	KMT5C	23.789	2.5632
996	ENSG00000137185	ZSCAN9	9.863	2.5631
997	ENSG00000179454	KLHL28	8.522	2.5607
998	ENSG00000243789	JMJD7	3.795	2.5592
999	ENSG00000204186	ZDBF2	19.295	2.5572
1000	ENSG00000158773	USF1	54.818	2.5571
1001	ENSG00000156467	UQCRB	332.607	2.5571
1002	ENSG00000168917	SLC35G2	12.179	2.5566
1003	ENSG00000053900	ANAPC4	20.672	2.5565
1004	ENSG00000071282	LMCD1	5.868	2.5552
1005	ENSG00000244219	TMEM225B	3.782	2.5547
1006	ENSG00000104140	RHOV	11.013	2.5528
1007	ENSG00000035499	DEPDC1B	20.445	2.5515
1008	ENSG00000068885	IFT80	13.004	2.5507
1009	ENSG00000166455	C16orf46	3.751	2.5493
1010	ENSG00000117262	GPR89A	32.472	2.5486
1011	ENSG00000104325	DECR1	20.274	2.548
1012	ENSG00000249222	ATP5MGL	3.797	2.5477
1013	ENSG00000179933	C14orf119	85.018	2.5473
1014	ENSG00000121454	LHX4	13.984	2.5471
1015	ENSG00000276903	H2AC16	3.576	2.5461
1016	ENSG00000126870	DYNC2I1	110.452	2.5458
1017	ENSG00000183145	RIPPLY3	5.704	2.5455
1018	ENSG00000167964	RAB26	3.965	2.5453
1019	ENSG00000138081	FBXO11	25.859	2.5442
1020	ENSG00000106714	CNTNAP3	6.011	2.5441
1021	ENSG00000119927	GPAM	15.549	2.5437
1022	ENSG00000085871	MGST2	31.69	2.5419
1023	ENSG00000142347	MYO1F	4.717	2.5417
1024	ENSG00000152422	XRCC4	9.594	2.5417
1025	ENSG00000196550	FAM72A	27.329	2.54
1026	ENSG00000158623	COPG2	36.948	2.5395
1027	ENSG00000257704	INAFM1	13.481	2.5386
1028	ENSG00000154065	ANKRD29	15.339	2.5358
1029	ENSG00000077458	FAM76B	21.324	2.5355
1030	ENSG00000151229	SLC2A13	6.613	2.5355
1031	ENSG00000257520	SFTA3	5.196	2.5354
1032	ENSG00000184949	FAM227A	5.658	2.5351
1033	ENSG00000152404	CWF19L2	31.828	2.535
1034	ENSG00000169258	GPRIN1	22.256	2.5342
1035	ENSG00000111215	PRR4	16.771	2.5324
1036	ENSG00000130208	APOC1	138.73	2.5306
1037	ENSG00000029363	BCLAF1	414.976	2.5293
1038	ENSG00000014123	UFL1	22.99	2.5281
1039	ENSG00000091986	CCDC80	11.016	2.528
1040	ENSG00000165490	DDIAS	17.593	2.5279
1041	ENSG00000090554	FLT3LG	4.208	2.5263
1042	ENSG00000162994	CLHC1	5.638	2.5261
1043	ENSG00000092978	GPATCH2	26.749	2.5257
1044	ENSG00000131187	F12	38.083	2.5254
1045	ENSG00000168795	ZBTB5	18.814	2.5254
1046	ENSG00000164684	ZNF704	23.2	2.5245
1047	ENSG00000111671	SPSB2	7.201	2.5243
1048	ENSG00000283189		4.102	2.5211
1049	ENSG00000172244	C5orf34	8.719	2.5209
1050	ENSG00000102531	FNDC3A	40.225	2.5205
1051	ENSG00000060749	QSER1	52.149	2.5203
1052	ENSG00000130283	GDF1	10.955	2.5201
1053	ENSG00000139697	SBNO1	64.624	2.5198
1054	ENSG00000196787	H2AC11	7.522	2.5192
1055	ENSG00000125124	BBS2	20.157	2.5186
1056	ENSG00000128000	ZNF780B	5.115	2.5178
1057	ENSG00000236362	GAGE12F	3.992	2.5178
1058	ENSG00000185829	ARL17A	104.952	2.5151
1059	ENSG00000272968	RBAK-RBAKDN	4.448	2.5151
1060	ENSG00000258388	PPT2-EGFL8	4.138	2.5148
1061	ENSG00000178074	C2orf69	19.092	2.5144
1062	ENSG00000163884	KLF15	14.318	2.5144
1063	ENSG00000198576	ARC	5.985	2.514
1064	ENSG00000127561	SYNGR3	11.088	2.5138
1065	ENSG00000163389	POGLUT1	22.293	2.5135
1066	ENSG00000258881		9.41	2.5131
1067	ENSG00000197050	ZNF420	5.796	2.5116
1068	ENSG00000267645	POLR2J2-UPK3BL1	3.169	2.5105
1069	ENSG00000111711	GOLT1B	25.661	2.5101
1070	ENSG00000069667	RORA	8.344	2.5097
1071	ENSG00000170166	HOXD4	5.52	2.5094
1072	ENSG00000062725	APPBP2	36.255	2.5092
1073	ENSG00000116035	VAX2	11.528	2.5089
1074	ENSG00000172458	IL17D	6.662	2.5069
1075	ENSG00000010626	LRRC23	17.11	2.5066
1076	ENSG00000166289	PLEKHF1	8.354	2.5065
1077	ENSG00000105887	MTPN	195.263	2.5062
1078	ENSG00000118946	PCDH17	7.136	2.5062
1079	ENSG00000124406	ATP8A1	5.499	2.506
1080	ENSG00000159184	HOXB13	20.043	2.5039
1081	ENSG00000163704	PRRT3	15.743	2.5032
1082	ENSG00000103994	ZNF106	77.241	2.5028
1083	ENSG00000113658	SMAD5	77.576	2.5003
1084	ENSG00000137880	GCHFR	43.754	2.5001
