nt_from_polyA_site	genes_contributing	DRUG-seq_mean_over_genes_smoothed25	prime-seq_mean_over_genes_smoothed25	BOBseq_mean_over_genes_smoothed25	DRUG-seq_mean_over_genes_raw	prime-seq_mean_over_genes_raw	BOBseq_mean_over_genes_raw
1546	1695	0.5497	0.5747	0.8571	0.5490	0.5817	0.8686
1547	1695	0.5516	0.5769	0.8562	0.5517	0.5824	0.8715
1548	1694	0.5531	0.5787	0.8558	0.5632	0.5834	0.8651
1549	1694	0.5544	0.5798	0.8552	0.5598	0.5804	0.8627
1550	1693	0.5558	0.5807	0.8543	0.5783	0.5836	0.8675
1551	1693	0.5574	0.5815	0.8533	0.5746	0.5842	0.8624
1552	1691	0.5593	0.5824	0.8518	0.5782	0.5922	0.8561
1553	1691	0.5610	0.5833	0.8502	0.5803	0.5938	0.8478
1554	1690	0.5633	0.5842	0.8489	0.5778	0.6014	0.8447
1555	1688	0.5653	0.5848	0.8478	0.5724	0.5955	0.8463
1556	1688	0.5666	0.5854	0.8467	0.5691	0.5949	0.8448
1557	1688	0.5676	0.5856	0.8455	0.5672	0.5915	0.8463
1558	1688	0.5685	0.5861	0.8440	0.5647	0.6014	0.8371
1559	1686	0.5692	0.5865	0.8427	0.5715	0.5924	0.8353
1560	1685	0.5697	0.5868	0.8413	0.5625	0.5878	0.8424
1561	1685	0.5697	0.5871	0.8398	0.5582	0.5779	0.8391
1562	1684	0.5695	0.5876	0.8385	0.5593	0.5781	0.8293
1563	1682	0.5686	0.5880	0.8369	0.5680	0.5748	0.8284
1564	1682	0.5676	0.5886	0.8353	0.5731	0.5734	0.8251
1565	1682	0.5664	0.5885	0.8340	0.5690	0.5782	0.8232
1566	1681	0.5650	0.5883	0.8329	0.5776	0.5817	0.8259
1567	1680	0.5635	0.5879	0.8319	0.5742	0.5862	0.8306
1568	1679	0.5623	0.5877	0.8309	0.5724	0.5848	0.8379
1569	1679	0.5612	0.5876	0.8300	0.5699	0.5798	0.8327
1570	1679	0.5602	0.5882	0.8290	0.5702	0.5899	0.8307
1571	1679	0.5595	0.5884	0.8284	0.5668	0.5917	0.8360
1572	1679	0.5583	0.5890	0.8281	0.5640	0.5909	0.8354
1573	1677	0.5573	0.5897	0.8277	0.5627	0.5911	0.8286
1574	1676	0.5565	0.5904	0.8274	0.5560	0.5934	0.8289
1575	1676	0.5558	0.5908	0.8276	0.5552	0.5941	0.8290
1576	1676	0.5546	0.5913	0.8278	0.5505	0.5981	0.8210
1577	1676	0.5528	0.5917	0.8280	0.5484	0.5908	0.8231
1578	1676	0.5512	0.5920	0.8280	0.5433	0.5882	0.8217
1579	1676	0.5496	0.5921	0.8283	0.5424	0.5911	0.8185
1580	1676	0.5480	0.5916	0.8285	0.5412	0.5903	0.8223
1581	1675	0.5462	0.5912	0.8284	0.5419	0.5915	0.8219
1582	1674	0.5442	0.5910	0.8283	0.5425	0.6069	0.8201
1583	1674	0.5418	0.5903	0.8280	0.5462	0.6072	0.8242
1584	1673	0.5398	0.5897	0.8276	0.5410	0.6083	0.8275
1585	1672	0.5378	0.5892	0.8273	0.5389	0.6039	0.8314
1586	1672	0.5355	0.5885	0.8274	0.5389	0.5956	0.8315
1587	1672	0.5335	0.5879	0.8274	0.5412	0.5883	0.8345
1588	1671	0.5309	0.5872	0.8274	0.5371	0.5872	0.8348
1589	1670	0.5283	0.5863	0.8276	0.5280	0.5828	0.8291
1590	1669	0.5258	0.5854	0.8283	0.5300	0.5873	0.8239
1591	1669	0.5236	0.5846	0.8295	0.5374	0.5832	0.8332
1592	1668	0.5215	0.5835	0.8308	0.5348	0.5741	0.8348
1593	1668	0.5194	0.5825	0.8321	0.5256	0.5748	0.8354
1594	1668	0.5174	0.5816	0.8332	0.5198	0.5746	0.8300
1595	1666	0.5154	0.5799	0.8342	0.5115	0.5712	0.8244
1596	1665	0.5133	0.5779	0.8352	0.5155	0.5786	0.8252
1597	1665	0.5113	0.5759	0.8358	0.5137	0.5763	0.8287
1598	1663	0.5095	0.5744	0.8356	0.5072	0.5752	0.8311
1599	1662	0.5077	0.5735	0.8355	0.5061	0.5786	0.8267
1600	1662	0.5056	0.5728	0.8354	0.4902	0.5766	0.8293
1601	1662	0.5032	0.5720	0.8353	0.4839	0.5754	0.8268
1602	1662	0.5014	0.5711	0.8355	0.4865	0.5675	0.8415
1603	1661	0.4996	0.5699	0.8360	0.4885	0.5680	0.8498
1604	1661	0.4973	0.5690	0.8361	0.4907	0.5648	0.8533
1605	1661	0.4952	0.5686	0.8365	0.4889	0.5649	0.8529
1606	1660	0.4936	0.5682	0.8367	0.4908	0.5686	0.8507
1607	1660	0.4922	0.5680	0.8371	0.4925	0.5654	0.8434
1608	1659	0.4916	0.5674	0.8378	0.4943	0.5560	0.8494
1609	1658	0.4906	0.5662	0.8383	0.4907	0.5570	0.8423
1610	1658	0.4896	0.5652	0.8384	0.4944	0.5682	0.8284
1611	1657	0.4888	0.5642	0.8386	0.4930	0.5718	0.8282
1612	1657	0.4881	0.5633	0.8387	0.4882	0.5710	0.8316
1613	1655	0.4881	0.5626	0.8386	0.4770	0.5672	0.8320
1614	1654	0.4886	0.5619	0.8387	0.4830	0.5612	0.8341
1615	1653	0.4890	0.5616	0.8381	0.4866	0.5572	0.8376
1616	1653	0.4895	0.5614	0.8371	0.4798	0.5612	0.8360
1617	1653	0.4899	0.5615	0.8358	0.4823	0.5628	0.8425
1618	1652	0.4906	0.5617	0.8345	0.4842	0.5660	0.8411
1619	1652	0.4913	0.5618	0.8336	0.4860	0.5702	0.8414
1620	1652	0.4918	0.5615	0.8328	0.4962	0.5546	0.8406
1621	1650	0.4922	0.5617	0.8315	0.4902	0.5501	0.8379
1622	1650	0.4928	0.5617	0.8303	0.4884	0.5503	0.8322
1623	1649	0.4932	0.5613	0.8298	0.4888	0.5509	0.8341
1624	1649	0.4939	0.5607	0.8293	0.4880	0.5555	0.8309
1625	1649	0.4950	0.5603	0.8284	0.4909	0.5586	0.8273
1626	1649	0.4967	0.5600	0.8272	0.4956	0.5580	0.8283
1627	1648	0.4981	0.5600	0.8261	0.4955	0.5608	0.8254
1628	1648	0.4996	0.5603	0.8250	0.5023	0.5628	0.8253
1629	1648	0.5014	0.5605	0.8241	0.4993	0.5681	0.8208
1630	1647	0.5031	0.5605	0.8227	0.5064	0.5691	0.8207
1631	1645	0.5045	0.5606	0.8212	0.5087	0.5706	0.8289
1632	1645	0.5058	0.5604	0.8196	0.5047	0.5581	0.8224
1633	1643	0.5067	0.5609	0.8183	0.5049	0.5617	0.8171
1634	1643	0.5076	0.5615	0.8169	0.5048	0.5565	0.8120
1635	1642	0.5085	0.5620	0.8155	0.5065	0.5578	0.8175
1636	1641	0.5093	0.5623	0.8143	0.5101	0.5575	0.8145
1637	1639	0.5104	0.5622	0.8136	0.5147	0.5603	0.8091
1638	1638	0.5115	0.5618	0.8128	0.5198	0.5597	0.8021
1639	1638	0.5129	0.5614	0.8121	0.5179	0.5615	0.8063
1640	1637	0.5139	0.5607	0.8113	0.5242	0.5649	0.8117
1641	1637	0.5144	0.5599	0.8102	0.5245	0.5661	0.8117
1642	1637	0.5152	0.5589	0.8091	0.5257	0.5620	0.8086
1643	1637	0.5158	0.5578	0.8081	0.5187	0.5685	0.8041
1644	1635	0.5165	0.5565	0.8068	0.5187	0.5662	0.8015
1645	1634	0.5173	0.5555	0.8057	0.5190	0.5677	0.8076
1646	1634	0.5179	0.5543	0.8050	0.5110	0.5647	0.8024
1647	1633	0.5189	0.5534	0.8048	0.5115	0.5623	0.7964
1648	1632	0.5198	0.5521	0.8044	0.5099	0.5583	0.8054
1649	1631	0.5205	0.5507	0.8041	0.5150	0.5535	0.8117
1650	1629	0.5213	0.5493	0.8041	0.5192	0.5484	0.8083
1651	1625	0.5218	0.5480	0.8045	0.5293	0.5474	0.8110
1652	1625	0.5222	0.5465	0.8049	0.5211	0.5440	0.8057
1653	1624	0.5221	0.5451	0.8052	0.5147	0.5433	0.7963
1654	1624	0.5219	0.5434	0.8054	0.5202	0.5417	0.7953
1655	1624	0.5218	0.5419	0.8054	0.5212	0.5423	0.7954
1656	1624	0.5222	0.5402	0.8054	0.5249	0.5382	0.7949
1657	1623	0.5227	0.5385	0.8056	0.5241	0.5328	0.7965
1658	1623	0.5230	0.5377	0.8055	0.5220	0.5320	0.7994
1659	1623	0.5235	0.5372	0.8058	0.5298	0.5328	0.8066
1660	1623	0.5240	0.5367	0.8063	0.5273	0.5262	0.8086
1661	1623	0.5249	0.5365	0.8064	0.5293	0.5237	0.8058
1662	1622	0.5256	0.5363	0.8063	0.5332	0.5252	0.8084
1663	1622	0.5259	0.5363	0.8066	0.5334	0.5251	0.8123
1664	1619	0.5256	0.5359	0.8068	0.5267	0.5264	0.8158
1665	1618	0.5256	0.5355	0.8070	0.5218	0.5291	0.8198
1666	1617	0.5257	0.5351	0.8077	0.5206	0.5238	0.8164
1667	1617	0.5258	0.5344	0.8086	0.5227	0.5248	0.8090
1668	1617	0.5255	0.5334	0.8092	0.5288	0.5256	0.8052
1669	1615	0.5250	0.5334	0.8098	0.5305	0.5242	0.8062
1670	1615	0.5251	0.5341	0.8104	0.5261	0.5470	0.8056
1671	1612	0.5255	0.5347	0.8110	0.5241	0.5512	0.8084
1672	1610	0.5257	0.5357	0.8112	0.5249	0.5510	0.8095
1673	1609	0.5261	0.5369	0.8113	0.5319	0.5529	0.8074
1674	1609	0.5265	0.5384	0.8116	0.5324	0.5493	0.8092
1675	1608	0.5266	0.5400	0.8117	0.5254	0.5477	0.8153
1676	1608	0.5266	0.5415	0.8117	0.5226	0.5364	0.8169
1677	1608	0.5272	0.5428	0.8117	0.5222	0.5359	0.8106
1678	1606	0.5278	0.5437	0.8115	0.5161	0.5332	0.8144
1679	1606	0.5284	0.5447	0.8115	0.5224	0.5221	0.8173
1680	1606	0.5290	0.5457	0.8120	0.5141	0.5191	0.8107
1681	1605	0.5292	0.5463	0.8126	0.5131	0.5385	0.8085
1682	1604	0.5291	0.5471	0.8133	0.5272	0.5487	0.8122
1683	1604	0.5292	0.5475	0.8140	0.5307	0.5486	0.8145
1684	1604	0.5296	0.5478	0.8147	0.5356	0.5559	0.8129
1685	1602	0.5297	0.5482	0.8153	0.5377	0.5573	0.8106
1686	1601	0.5297	0.5487	0.8161	0.5374	0.5623	0.8132
1687	1601	0.5293	0.5495	0.8168	0.5370	0.5631	0.8099
1688	1601	0.5291	0.5506	0.8172	0.5333	0.5622	0.8120
1689	1601	0.5287	0.5523	0.8175	0.5404	0.5596	0.8174
1690	1600	0.5285	0.5543	0.8181	0.5387	0.5530	0.8155
1691	1600	0.5286	0.5566	0.8187	0.5356	0.5480	0.8161
1692	1597	0.5283	0.5592	0.8195	0.5359	0.5487	0.8211
1693	1596	0.5282	0.5618	0.8205	0.5342	0.5410	0.8194
1694	1596	0.5281	0.5635	0.8216	0.5281	0.5451	0.8230
1695	1595	0.5273	0.5650	0.8223	0.5287	0.5573	0.8233
1696	1595	0.5267	0.5668	0.8228	0.5351	0.5569	0.8261
1697	1595	0.5256	0.5682	0.8234	0.5273	0.5614	0.8260
1698	1593	0.5247	0.5697	0.8245	0.5325	0.5668	0.8265
1699	1591	0.5237	0.5709	0.8257	0.5209	0.5685	0.8273
1700	1590	0.5225	0.5720	0.8267	0.5214	0.5746	0.8249
1701	1589	0.5212	0.5733	0.8276	0.5132	0.5794	0.8241
1702	1589	0.5196	0.5747	0.8283	0.5162	0.5867	0.8259
1703	1588	0.5182	0.5762	0.8288	0.5195	0.5899	0.8303
1704	1586	0.5168	0.5780	0.8294	0.5129	0.5873	0.8351
1705	1586	0.5157	0.5798	0.8300	0.5127	0.5832	0.8366
1706	1585	0.5147	0.5817	0.8308	0.5106	0.5819	0.8353
1707	1585	0.5141	0.5836	0.8316	0.5072	0.5867	0.8297
1708	1585	0.5135	0.5840	0.8322	0.5148	0.5930	0.8278
1709	1585	0.5127	0.5844	0.8326	0.5087	0.5921	0.8290
1710	1585	0.5123	0.5845	0.8330	0.5147	0.5930	0.8377
1711	1585	0.5116	0.5844	0.8337	0.5119	0.5927	0.8416
1712	1585	0.5118	0.5844	0.8343	0.5071	0.5911	0.8346
1713	1585	0.5117	0.5842	0.8346	0.5019	0.5950	0.8358
1714	1585	0.5120	0.5838	0.8350	0.5005	0.5930	0.8338
1715	1583	0.5121	0.5830	0.8354	0.5026	0.5915	0.8280
1716	1582	0.5121	0.5822	0.8356	0.5024	0.5932	0.8317
1717	1582	0.5123	0.5817	0.8356	0.5083	0.5934	0.8369
1718	1581	0.5126	0.5814	0.8354	0.5094	0.5880	0.8387
1719	1581	0.5130	0.5802	0.8349	0.5111	0.5925	0.8430
1720	1581	0.5132	0.5782	0.8347	0.5146	0.5690	0.8383
1721	1581	0.5129	0.5759	0.8346	0.5163	0.5669	0.8357
1722	1581	0.5128	0.5735	0.8343	0.5153	0.5641	0.8378
1723	1581	0.5126	0.5710	0.8336	0.5155	0.5629	0.8427
1724	1581	0.5126	0.5686	0.8324	0.5263	0.5694	0.8416
1725	1581	0.5125	0.5661	0.8315	0.5182	0.5681	0.8339
1726	1581	0.5128	0.5635	0.8304	0.5202	0.5697	0.8342
1727	1579	0.5130	0.5611	0.8291	0.5204	0.5669	0.8354
1728	1579	0.5129	0.5587	0.8283	0.5186	0.5707	0.8342
1729	1578	0.5130	0.5564	0.8272	0.5181	0.5740	0.8370
1730	1577	0.5129	0.5541	0.8260	0.5206	0.5768	0.8295
1731	1577	0.5128	0.5524	0.8249	0.5198	0.5518	0.8230
1732	1577	0.5127	0.5504	0.8237	0.5133	0.5369	0.8262
1733	1576	0.5122	0.5488	0.8224	0.5078	0.5346	0.8236
1734	1576	0.5117	0.5476	0.8214	0.5065	0.5325	0.8216
1735	1576	0.5115	0.5468	0.8201	0.5078	0.5316	0.8208
1736	1576	0.5116	0.5462	0.8182	0.5113	0.5303	0.8115
1737	1576	0.5117	0.5454	0.8164	0.5067	0.5297	0.8118
1738	1576	0.5119	0.5443	0.8152	0.5092	0.5306	0.8092
1739	1576	0.5124	0.5431	0.8139	0.5037	0.5315	0.8022
1740	1575	0.5130	0.5419	0.8124	0.5012	0.5316	0.8055
1741	1574	0.5137	0.5403	0.8108	0.5054	0.5371	0.8050
1742	1573	0.5146	0.5386	0.8089	0.5052	0.5347	0.8083
1743	1573	0.5154	0.5368	0.8074	0.5074	0.5456	0.8112
1744	1573	0.5166	0.5363	0.8062	0.5078	0.5433	0.8109
1745	1573	0.5182	0.5369	0.8048	0.5026	0.5300	0.8064
1746	1572	0.5200	0.5374	0.8032	0.5041	0.5353	0.8117
1747	1572	0.5218	0.5380	0.8016	0.5092	0.5458	0.8044
1748	1571	0.5235	0.5386	0.7996	0.5186	0.5476	0.7950
1749	1570	0.5255	0.5392	0.7978	0.5280	0.5473	0.7978
1750	1570	0.5272	0.5399	0.7960	0.5251	0.5412	0.8037
1751	1569	0.5292	0.5406	0.7943	0.5322	0.5399	0.8025
1752	1569	0.5316	0.5414	0.7930	0.5358	0.5361	0.7962
1753	1569	0.5340	0.5423	0.7916	0.5354	0.5306	0.7943
1754	1568	0.5361	0.5430	0.7903	0.5403	0.5319	0.7910
1755	1568	0.5380	0.5435	0.7887	0.5396	0.5317	0.7901
1756	1568	0.5396	0.5438	0.7871	0.5506	0.5408	0.7933
1757	1567	0.5413	0.5437	0.7854	0.5545	0.5517	0.7913
1758	1566	0.5429	0.5442	0.7840	0.5522	0.5478	0.7852
1759	1565	0.5445	0.5446	0.7822	0.5511	0.5472	0.7807
1760	1564	0.5457	0.5447	0.7804	0.5507	0.5462	0.7720
1761	1564	0.5464	0.5448	0.7789	0.5595	0.5452	0.7658
1762	1564	0.5467	0.5446	0.7771	0.5504	0.5463	0.7671
1763	1563	0.5475	0.5449	0.7753	0.5581	0.5486	0.7671
1764	1561	0.5477	0.5453	0.7736	0.5650	0.5506	0.7677
1765	1561	0.5477	0.5460	0.7721	0.5612	0.5542	0.7712
1766	1561	0.5471	0.5470	0.7707	0.5581	0.5542	0.7719
1767	1560	0.5464	0.5479	0.7690	0.5533	0.5482	0.7697
1768	1559	0.5459	0.5488	0.7672	0.5464	0.5520	0.7713
1769	1557	0.5451	0.5496	0.7653	0.5492	0.5432	0.7689
1770	1554	0.5445	0.5500	0.7636	0.5447	0.5421	0.7698
1771	1554	0.5441	0.5506	0.7622	0.5426	0.5453	0.7660
1772	1554	0.5440	0.5512	0.7612	0.5393	0.5482	0.7613
1773	1554	0.5441	0.5519	0.7605	0.5377	0.5484	0.7563
1774	1554	0.5435	0.5526	0.7602	0.5350	0.5432	0.7539
1775	1553	0.5434	0.5538	0.7596	0.5450	0.5483	0.7571
1776	1553	0.5428	0.5548	0.7589	0.5357	0.5498	0.7614
1777	1552	0.5420	0.5556	0.7579	0.5358	0.5545	0.7578
1778	1551	0.5416	0.5566	0.7567	0.5208	0.5556	0.7591
1779	1551	0.5409	0.5573	0.7556	0.5231	0.5549	0.7479
1780	1551	0.5403	0.5586	0.7548	0.5271	0.5533	0.7472
1781	1550	0.5400	0.5594	0.7538	0.5312	0.5597	0.7460
1782	1550	0.5397	0.5609	0.7531	0.5380	0.5634	0.7474
1783	1549	0.5397	0.5626	0.7527	0.5436	0.5626	0.7498
1784	1549	0.5396	0.5640	0.7523	0.5493	0.5621	0.7555
1785	1548	0.5397	0.5649	0.7523	0.5519	0.5627	0.7557
1786	1548	0.5393	0.5662	0.7524	0.5441	0.5639	0.7578
1787	1548	0.5389	0.5685	0.7527	0.5489	0.5756	0.7523
1788	1548	0.5383	0.5706	0.7526	0.5440	0.5728	0.7493
1789	1548	0.5380	0.5728	0.7521	0.5437	0.5721	0.7427
1790	1548	0.5373	0.5750	0.7515	0.5502	0.5777	0.7422
1791	1546	0.5375	0.5771	0.7509	0.5414	0.5737	0.7441
1792	1545	0.5373	0.5793	0.7504	0.5395	0.5793	0.7486
1793	1543	0.5371	0.5816	0.7501	0.5380	0.5733	0.7472
1794	1543	0.5360	0.5834	0.7500	0.5420	0.5788	0.7504
1795	1542	0.5344	0.5848	0.7500	0.5441	0.5862	0.7598
1796	1542	0.5326	0.5865	0.7498	0.5406	0.5804	0.7567
1797	1542	0.5303	0.5882	0.7497	0.5409	0.5690	0.7615
1798	1541	0.5277	0.5900	0.7495	0.5287	0.5830	0.7589
1799	1540	0.5250	0.5919	0.7490	0.5252	0.5993	0.7620
1800	1540	0.5222	0.5930	0.7490	0.5306	0.6011	0.7543
1801	1540	0.5199	0.5942	0.7488	0.5270	0.6059	0.7475
1802	1540	0.5172	0.5953	0.7489	0.5190	0.6079	0.7446
1803	1540	0.5140	0.5963	0.7488	0.5243	0.6095	0.7424
1804	1540	0.5111	0.5976	0.7485	0.5199	0.6098	0.7370
1805	1538	0.5081	0.5988	0.7478	0.5203	0.6099	0.7390
1806	1537	0.5051	0.6000	0.7473	0.5038	0.6044	0.7437
1807	1536	0.5018	0.6013	0.7463	0.4993	0.5991	0.7475
1808	1536	0.4986	0.6025	0.7450	0.4984	0.6046	0.7456
1809	1536	0.4955	0.6037	0.7437	0.4926	0.6043	0.7510
1810	1536	0.4923	0.6055	0.7422	0.4858	0.6080	0.7503
1811	1535	0.4899	0.6065	0.7407	0.4772	0.6117	0.7454
1812	1533	0.4875	0.6067	0.7390	0.4797	0.6040	0.7534
1813	1533	0.4845	0.6066	0.7377	0.4865	0.6009	0.7442
1814	1532	0.4814	0.6065	0.7366	0.4755	0.6016	0.7452
1815	1531	0.4785	0.6063	0.7358	0.4700	0.6028	0.7403
1816	1531	0.4758	0.6059	0.7352	0.4687	0.6061	0.7358
1817	1531	0.4729	0.6054	0.7351	0.4646	0.6076	0.7316
1818	1530	0.4697	0.6050	0.7349	0.4631	0.6044	0.7336
1819	1530	0.4671	0.6047	0.7344	0.4602	0.6120	0.7267
1820	1530	0.4646	0.6045	0.7339	0.4637	0.6154	0.7265
1821	1529	0.4623	0.6040	0.7334	0.4633	0.6112	0.7249
1822	1528	0.4602	0.6036	0.7328	0.4607	0.6122	0.7225
1823	1526	0.4582	0.6029	0.7321	0.4676	0.6094	0.7213
1824	1525	0.4568	0.6019	0.7315	0.4661	0.6045	0.7218
1825	1525	0.4548	0.6007	0.7308	0.4546	0.5977	0.7214
1826	1525	0.4532	0.5997	0.7308	0.4513	0.6032	0.7188
1827	1524	0.4522	0.5985	0.7307	0.4453	0.6020	0.7238
1828	1524	0.4514	0.5970	0.7312	0.4565	0.5998	0.7292
1829	1524	0.4508	0.5956	0.7316	0.4480	0.5989	0.7327
1830	1523	0.4504	0.5946	0.7321	0.4391	0.5995	0.7352
1831	1523	0.4500	0.5935	0.7324	0.4392	0.5969	0.7322
1832	1523	0.4498	0.5920	0.7330	0.4372	0.5927	0.7340
1833	1521	0.4495	0.5905	0.7333	0.4407	0.5932	0.7339
1834	1519	0.4493	0.5891	0.7337	0.4411	0.5939	0.7343
1835	1519	0.4490	0.5879	0.7343	0.4360	0.5908	0.7333
1836	1519	0.4486	0.5864	0.7350	0.4414	0.5861	0.7296
1837	1518	0.4483	0.5845	0.7356	0.4299	0.5755	0.7373
1838	1517	0.4481	0.5826	0.7364	0.4459	0.5743	0.7436
1839	1516	0.4481	0.5805	0.7376	0.4504	0.5714	0.7438
1840	1515	0.4484	0.5787	0.7387	0.4497	0.5675	0.7510
1841	1513	0.4477	0.5770	0.7395	0.4545	0.5702	0.7479
1842	1512	0.4477	0.5754	0.7404	0.4537	0.5810	0.7425
1843	1510	0.4478	0.5736	0.7411	0.4535	0.5770	0.7426
1844	1510	0.4477	0.5718	0.7417	0.4559	0.5746	0.7416
1845	1510	0.4479	0.5702	0.7424	0.4567	0.5781	0.7324
1846	1509	0.4480	0.5683	0.7433	0.4583	0.5770	0.7356
1847	1508	0.4485	0.5663	0.7442	0.4534	0.5830	0.7378
1848	1507	0.4495	0.5648	0.7452	0.4560	0.5713	0.7386
1849	1506	0.4506	0.5636	0.7464	0.4583	0.5572	0.7358
1850	1506	0.4521	0.5633	0.7473	0.4492	0.5512	0.7417
1851	1506	0.4525	0.5631	0.7481	0.4525	0.5503	0.7495
1852	1505	0.4527	0.5633	0.7494	0.4530	0.5551	0.7510
1853	1505	0.4533	0.5638	0.7505	0.4392	0.5581	0.7502
1854	1503	0.4540	0.5641	0.7517	0.4482	0.5585	0.7552
1855	1501	0.4550	0.5643	0.7532	0.4408	0.5556	0.7512
1856	1499	0.4561	0.5646	0.7546	0.4381	0.5519	0.7477
1857	1498	0.4572	0.5651	0.7563	0.4415	0.5519	0.7513
1858	1496	0.4581	0.5655	0.7585	0.4422	0.5456	0.7574
1859	1495	0.4590	0.5661	0.7606	0.4548	0.5455	0.7564
1860	1494	0.4602	0.5665	0.7628	0.4610	0.5517	0.7583
1861	1494	0.4612	0.5674	0.7652	0.4694	0.5576	0.7597
1862	1493	0.4623	0.5690	0.7676	0.4660	0.5666	0.7603
1863	1493	0.4639	0.5708	0.7700	0.4563	0.5691	0.7637
1864	1493	0.4655	0.5725	0.7725	0.4561	0.5781	0.7751
1865	1491	0.4675	0.5744	0.7745	0.4635	0.5781	0.7788
1866	1488	0.4698	0.5761	0.7766	0.4728	0.5796	0.7777
1867	1488	0.4719	0.5780	0.7783	0.4785	0.5850	0.7804
1868	1487	0.4743	0.5801	0.7803	0.4812	0.5847	0.7784
1869	1486	0.4772	0.5822	0.7824	0.4826	0.5857	0.7836
1870	1486	0.4801	0.5842	0.7845	0.4803	0.5894	0.7868
1871	1486	0.4829	0.5865	0.7861	0.4806	0.5922	0.7894
1872	1486	0.4851	0.5887	0.7878	0.4823	0.5920	0.7931
1873	1486	0.4873	0.5908	0.7891	0.4824	0.5935	0.7961
1874	1485	0.4891	0.5928	0.7907	0.4854	0.5971	0.7964
1875	1485	0.4911	0.5944	0.7921	0.4888	0.5964	0.8027
1876	1483	0.4934	0.5960	0.7930	0.4925	0.5928	0.8122
1877	1482	0.4955	0.5974	0.7933	0.5039	0.6027	0.8009
1878	1482	0.4974	0.5993	0.7932	0.4971	0.6020	0.8014
1879	1479	0.4990	0.6012	0.7934	0.5004	0.6056	0.7989
1880	1478	0.5005	0.6024	0.7934	0.4990	0.6071	0.7998
1881	1478	0.5018	0.6039	0.7934	0.5113	0.6042	0.8013
1882	1478	0.5029	0.6052	0.7930	0.5131	0.6018	0.8032
1883	1478	0.5041	0.6060	0.7927	0.5122	0.6053	0.7987
1884	1477	0.5051	0.6067	0.7921	0.5103	0.6004	0.7970
1885	1476	0.5061	0.6077	0.7914	0.5159	0.6041	0.7925
1886	1476	0.5071	0.6084	0.7909	0.5143	0.6074	0.7986
1887	1475	0.5080	0.6091	0.7903	0.5178	0.6059	0.7955
1888	1474	0.5088	0.6101	0.7896	0.5118	0.6088	0.7853
1889	1474	0.5092	0.6111	0.7885	0.5082	0.6136	0.7825
1890	1473	0.5094	0.6115	0.7878	0.5128	0.6255	0.7781
1891	1473	0.5099	0.6119	0.7869	0.5121	0.6275	0.7820
1892	1473	0.5102	0.6123	0.7860	0.5151	0.6156	0.7793
1893	1473	0.5109	0.6126	0.7850	0.5148	0.6216	0.7797
1894	1473	0.5111	0.6132	0.7841	0.5111	0.6187	0.7736
1895	1473	0.5111	0.6138	0.7831	0.5080	0.6080	0.7790
1896	1473	0.5112	0.6142	0.7826	0.5062	0.6113	0.7745
1897	1473	0.5111	0.6150	0.7820	0.5068	0.6146	0.7754
1898	1472	0.5104	0.6153	0.7820	0.5076	0.6118	0.7831
1899	1471	0.5093	0.6151	0.7818	0.5089	0.6141	0.7820
1900	1470	0.5080	0.6147	0.7819	0.5097	0.6229	0.7852
1901	1468	0.5068	0.6141	0.7826	0.5017	0.6186	0.7849
1902	1468	0.5060	0.6130	0.7832	0.5079	0.6104	0.7843
1903	1468	0.5046	0.6114	0.7842	0.5098	0.6120	0.7778
1904	1468	0.5031	0.6098	0.7854	0.5084	0.6165	0.7756
1905	1468	0.5017	0.6087	0.7867	0.5152	0.6154	0.7761
1906	1467	0.5001	0.6076	0.7882	0.5168	0.6192	0.7786
1907	1465	0.4994	0.6065	0.7902	0.5131	0.6157	0.7782
1908	1465	0.4985	0.6057	0.7920	0.5146	0.6163	0.7865
1909	1464	0.4978	0.6047	0.7941	0.5081	0.6200	0.7815
1910	1464	0.4970	0.6033	0.7959	0.4987	0.6109	0.7916
1911	1463	0.4957	0.6019	0.7978	0.4873	0.6028	0.7950
1912	1463	0.4944	0.6003	0.8000	0.4840	0.5951	0.7976
1913	1460	0.4930	0.5984	0.8016	0.4838	0.5954	0.8024
1914	1458	0.4921	0.5964	0.8029	0.4863	0.5849	0.7988
1915	1457	0.4907	0.5946	0.8046	0.4801	0.5850	0.8034
1916	1456	0.4893	0.5927	0.8065	0.4741	0.5894	0.8099
1917	1455	0.4878	0.5905	0.8084	0.4784	0.5875	0.8127
1918	1455	0.4861	0.5882	0.8107	0.4769	0.5928	0.8185
1919	1454	0.4839	0.5858	0.8128	0.4917	0.5926	0.8225
1920	1453	0.4818	0.5837	0.8148	0.4872	0.5866	0.8253
1921	1450	0.4794	0.5814	0.8167	0.4878	0.5866	0.8259
1922	1449	0.4775	0.5792	0.8192	0.4861	0.5793	0.8208
1923	1448	0.4765	0.5772	0.8215	0.4763	0.5775	0.8309
1924	1447	0.4759	0.5756	0.8236	0.4755	0.5736	0.8357
1925	1447	0.4755	0.5742	0.8259	0.4764	0.5751	0.8252
1926	1446	0.4750	0.5729	0.8281	0.4780	0.5706	0.8180
1927	1445	0.4741	0.5722	0.8308	0.4738	0.5648	0.8272
1928	1445	0.4732	0.5712	0.8335	0.4733	0.5641	0.8246
1929	1444	0.4725	0.5698	0.8360	0.4707	0.5622	0.8238
1930	1444	0.4717	0.5689	0.8389	0.4726	0.5562	0.8339
